GENE	UC
TUSC1	0.69591
MAB21L1	0.69629
DQX1	0.69632
TRIP12	0.69642
ACTR8	0.69654
FAM120A	0.69664
PEX11G	0.6968
RGS6	0.69692
TMEM223	0.69713
ULK2	0.6972
LHX4	0.69759
MORC3	0.6976
CAB39	0.69803
PCDHB13	0.69805
MTCH2	0.69811
SMIM7	0.69822
CEP164	0.69832
AP4E1	0.69844
TOMM22	0.69866
SCAMP5	0.69869
MCM2	0.69874
BEND3	0.69877
BAX	0.69898
RAB8A	0.69943
CDIPT	0.69944
MTRNR2L9	0.69945
VPS37D	0.69946
ALOX5AP	0.69951
LENG1	0.69976
SPATA21	0.69979
CDCA7L	0.69986
MARVELD2	0.69988
RPS15	0.6999
AIM1	0.69998
VPS54	0.70001
GPR39	0.70007
ACTL10	0.70008
DNAJA4	0.70017
GGCT	0.70036
ICMT	0.70059
DCXR	0.70068
SPINK5	0.70086
UTP14C	0.70105
TACSTD2	0.70108
LRBA	0.70115
CLEC2B	0.70126
FAM92A1	0.7013
TRIB3	0.70139
IL4R	0.70166
HES7	0.70171
IDH2	0.70195
GPD1L	0.702
CCNC	0.702
PPP1R8	0.70217
AKAP3	0.7022
ARF6	0.70267
FAM120AOS	0.70271
EPHB6	0.70274
ZBTB5	0.70288
AIG1	0.70299
BAG2	0.70303
IREB2	0.70315
CHKA	0.70319
SLC16A5	0.70323
RAPGEF4	0.70332
PHYH	0.70336
ACTR6	0.70366
FAM69B	0.70375
TRIM3	0.70391
CXCL6	0.70406
FAM19A5	0.70418
ALDH3B1	0.70423
NDUFB5	0.70429
REG1A	0.70432
BCAT1	0.7044
ZNF286A	0.70448
SLC30A4	0.70452
C1orf101	0.70462
ST6GALNAC3	0.70466
PPP1R21	0.70467
ITGA9	0.70473
CD2AP	0.70478
PGM2	0.70483
SERPINB1	0.70488
NDN	0.70489
NOTCH3	0.70499
USP2	0.70508
GJB3	0.70524
DDX49	0.70524
TTC14	0.70529
SETMAR	0.70538
RC3H1	0.70551
CCDC68	0.70585
SMPD4	0.70593
RNASEH2B	0.70613
TXNRD2	0.70628
TMEM231	0.70633
MPC2	0.7065
CLASP2	0.7065
NMNAT3	0.70656
GFPT1	0.70672
CTSA	0.70675
CALCRL	0.70697
BCL6B	0.70716
LYSMD2	0.70717
ACADSB	0.70726
RFNG	0.70744
IQCC	0.7075
AAR2	0.70781
C19orf45	0.70791
SRF	0.70797
INTU	0.70814
ZNF100	0.70829
CCDC148	0.70835
GPR37	0.70863
SFPQ	0.70882
KRCC1	0.70892
RIPK4	0.709
HINT3	0.70911
APOA1BP	0.70912
GEMIN7	0.70993
MYH3	0.71003
SS18L2	0.71006
TULP4	0.71016
NEDD1	0.7104
ZNF358	0.71041
MRPL47	0.71057
HAAO	0.71062
TLE6	0.71072
ENPP3	0.71091
IL21R	0.711
RNF121	0.71114
TMEM67	0.71144
TMEM234	0.71153
TYMS	0.71154
SFXN3	0.7117
DDX58	0.71174
NOMO2	0.7118
SEMA5A	0.71192
TMEM11	0.71202
DCAF10	0.71206
NCDN	0.71217
OXER1	0.71242
AAK1	0.71249
GPS1	0.71282
YTHDC1	0.71294
RPP25L	0.71303
GPR135	0.71303
N6AMT2	0.7132
MRPL21	0.71323
TET3	0.71384
FRRS1	0.71397
PIAS2	0.71397
PHAX	0.71401
ERMAP	0.71407
UBB	0.71408
KIAA0368	0.7141
EOMES	0.71414
CDX2	0.71415
LDHB	0.71432
ZNF354B	0.71443
YPEL2	0.71448
CTSL	0.71452
RBPMS2	0.71456
TLE1	0.71467
ZNF829	0.71471
KIAA2018	0.71472
GCNT1	0.71473
API5	0.71474
GRHPR	0.71477
FBXO18	0.71483
ARHGAP28	0.71491
SCGB3A1	0.71493
CTAGE1	0.71503
MRPS17	0.71507
MYCBP	0.71515
PDSS2	0.7152
XBP1	0.71521
THAP3	0.71525
PIBF1	0.71528
CEP95	0.71531
CCDC115	0.71535
FAM50B	0.71555
MAK16	0.71556
KITLG	0.71562
MKRN2	0.71565
SCARB2	0.71603
POLR3A	0.7161
KIF27	0.71617
BIN2	0.71621
C3orf14	0.71661
UNC93B1	0.71668
ACSBG1	0.71678
ALDH1A1	0.71688
EMC1	0.71694
NFRKB	0.71708
TEFM	0.71724
SP110	0.7173
C4orf47	0.7176
CDKN2B	0.71761
NME4	0.71787
GRIP2	0.71788
RAD9B	0.71793
WDR17	0.71796
CRADD	0.71796
HSPA9	0.71801
SLC39A5	0.71806
EIF3I	0.71813
LAMTOR3	0.71823
NEK3	0.7185
CKAP2	0.71851
CTNNBL1	0.71855
ZNF493	0.71904
CBFA2T2	0.71916
MAP3K4	0.7193
RNF144A	0.71935
USH1C	0.7194
AQP8	0.71948
METTL21A	0.71972
SLC16A12	0.71972
FABP1	0.71982
VPS36	0.72005
SMIM13	0.72045
ARSB	0.72061
FSD2	0.72061
SRD5A3	0.72062
ZNF543	0.72064
RAB5A	0.72066
IKZF4	0.72067
AURKB	0.72089
CST5	0.721
OAS1	0.72106
RAB27B	0.7211
WSCD1	0.72114
G6PC3	0.72115
SIPA1L3	0.7213
DCUN1D3	0.72139
TSPAN12	0.72146
ZNF425	0.72163
PDLIM1	0.72164
MCOLN3	0.72171
C5orf38	0.7219
LRRC19	0.7219
PSRC1	0.72192
PCDH1	0.72195
DBNDD1	0.72195
DMGDH	0.72198
CDC27	0.72198
C19orf18	0.72199
UNKL	0.72214
COL4A3	0.72223
KYNU	0.72239
VTI1B	0.72239
TAX1BP3	0.7224
MAFG	0.72256
KATNAL2	0.72256
IQGAP3	0.72283
TRAPPC4	0.72339
ALKBH3	0.72368
HSBP1	0.72369
LEFTY1	0.72404
ACOT8	0.72405
RIOK1	0.72411
LRIG2	0.72457
KIAA1328	0.72474
SMCO4	0.72478
FAM167B	0.72493
SUZ12	0.72503
RASGRP2	0.72504
GCLM	0.7251
GATA6	0.72524
RBCK1	0.72555
IL23A	0.72563
FFAR2	0.7257
CDA	0.72578
RFC3	0.72614
LRRC45	0.7262
ZNF460	0.72646
PVRL3	0.72662
FAM177B	0.72679
CHGB	0.72706
SEMA6C	0.72707
SOHLH2	0.72723
TMCO6	0.72741
CCDC23	0.72765
L3HYPDH	0.72775
MSANTD3	0.72777
DUS3L	0.72811
COL1A2	0.72817
COMMD2	0.72819
PCDHB14	0.72859
BNIP1	0.72866
NUDT16	0.7287
C6orf120	0.72878
C1QTNF3	0.72885
ADSS	0.72898
TTC12	0.72916
GPN3	0.72916
TMEM65	0.72947
NKTR	0.7295
TESPA1	0.7295
PDE3B	0.72961
CD101	0.72991
GOLGA7B	0.73016
FBLN1	0.73018
ZNF451	0.73035
WDFY1	0.73072
CCRN4L	0.73074
FAM155A	0.7308
ACADM	0.7309
PLEKHA4	0.7309
PRR4	0.73118
BICD1	0.73138
NEIL3	0.73161
MAPK12	0.7317
DCTN5	0.73173
PREPL	0.73182
GABPA	0.73218
RNF187	0.73219
FASTKD1	0.7322
ATP11B	0.73228
MMD	0.73251
NYNRIN	0.73272
NECAP1	0.73317
ANKUB1	0.73318
UNC5B	0.73322
NR6A1	0.73355
PRSS12	0.73375
TMEM86A	0.73389
TMC4	0.73408
ZWINT	0.73413
CCNJ	0.73424
ERBB3	0.73467
ADI1	0.7347
C19orf48	0.7347
ABCC4	0.73474
BHMT2	0.73475
NUDT18	0.73481
TPRA1	0.73499
TBC1D13	0.73532
IL17RA	0.73542
HNRNPCL1	0.73544
KIAA0930	0.73575
TEX2	0.7358
MASP2	0.73582
VSNL1	0.73609
DNAJB5	0.73611
SQSTM1	0.73617
CELF1	0.73647
GMPR	0.7365
FAM69A	0.73661
PRKAR1B	0.73665
FBXW11	0.73685
H2AFY2	0.73698
CTHRC1	0.73699
PAPOLA	0.73705
SYNE2	0.73717
NIT2	0.73722
VEGFC	0.73729
ARHGAP32	0.73729
GAS8	0.73746
CDC42BPG	0.7376
TBXA2R	0.73761
LPAR3	0.73763
MCOLN1	0.73764
GPR107	0.73766
OSBP2	0.73766
DFNA5	0.73776
MGP	0.73776
DEPDC4	0.73777
PDGFRA	0.73796
NECAB3	0.738
UBE2J1	0.73806
DHDH	0.7383
ZNF606	0.7384
SLC13A2	0.73862
FAM160B2	0.73871
NUDT16L1	0.73911
PYGO2	0.73933
ANKRD11	0.73947
GBAS	0.73948
RPF2	0.73962
POMT2	0.73974
ZNF71	0.73989
APOL4	0.74001
IL11RA	0.74003
DNAH6	0.74011
TFPT	0.74012
C14orf105	0.74024
DEF8	0.74026
KCNJ15	0.74034
MPDU1	0.74037
PSMD13	0.74056
ROBO3	0.74066
HELQ	0.74071
PARP12	0.74073
MEI1	0.74083
C14orf132	0.74098
GPT2	0.74122
OLFM1	0.74139
HYKK	0.7415
ZSWIM3	0.74167
ZCCHC4	0.74179
RIOK2	0.74185
KLHL14	0.74196
ELF3	0.7421
TMEM50A	0.74218
NAGPA	0.74229
CTNNA1	0.74231
HMGCL	0.74233
REG4	0.74235
CDC23	0.74237
PPCDC	0.74243
NFAM1	0.74254
TREM2	0.74257
FAM110B	0.74257
RCCD1	0.74258
AMOTL1	0.74268
CACTIN	0.74271
KIF20B	0.74278
CDK8	0.74348
CAMKK1	0.74349
ARPC4	0.74354
PRPF31	0.74355
C17orf97	0.74378
HIAT1	0.7438
SEC22A	0.74382
SFTPB	0.74387
ASPN	0.74417
DECR2	0.74438
C3orf38	0.74443
RNF34	0.74478
REEP2	0.7448
SIRT3	0.74499
RNF19B	0.74506
TRABD2B	0.74507
SERPINI1	0.74509
SKAP2	0.74513
MRPS36	0.74533
TCIRG1	0.74536
YAP1	0.7454
CASP6	0.74554
STARD9	0.74564
NME5	0.74612
GABARAPL2	0.74629
KCNIP4	0.74657
DKK3	0.74682
TAF1A	0.74686
KRT6B	0.74714
LSM12	0.74737
ZNF614	0.74749
VPS29	0.74754
TSHR	0.7476
IGHA2	0.74763
NRL	0.74797
PCDHB15	0.74833
PTPRN2	0.74835
USP46	0.74849
FAM161B	0.74858
CXADR	0.74877
SZRD1	0.74882
CCDC167	0.74893
C6orf163	0.74917
KMO	0.74925
ZMYM6	0.74931
BLOC1S3	0.74934
ARIH1	0.74948
AFF4	0.74971
GUCY1A2	0.7498
NUAK1	0.7498
GBA2	0.74989
NDUFS8	0.75005
KIAA0232	0.75006
NDUFA9	0.75008
LBX2	0.75058
DEGS2	0.75066
TPMT	0.75092
MCTP2	0.75136
LRPPRC	0.75152
BACE1	0.75186
ALG11	0.75186
FAM216A	0.75189
ZNF879	0.75203
ZBED5	0.75212
BIRC3	0.75215
KCTD12	0.75215
KBTBD8	0.7523
PSMB2	0.75238
MRTO4	0.75257
ZBTB8OS	0.75274
C15orf48	0.7528
EMC6	0.75289
UHMK1	0.75308
ZNF677	0.75312
ZNF331	0.7535
EXOSC2	0.75351
QSOX2	0.75372
PNMAL1	0.75373
PSMB1	0.75381
TBC1D15	0.75391
MS4A6A	0.75395
DYNLT1	0.75399
MED18	0.75414
SECTM1	0.75416
IZUMO1	0.75417
ZSWIM1	0.75434
SUOX	0.75452
CA12	0.75455
SYDE1	0.75461
TSTA3	0.75465
SULT1B1	0.75487
ATAD5	0.75489
RDH11	0.75495
CLOCK	0.75503
NR2C2	0.75527
ATP8B1	0.75539
PELI2	0.75551
MTFR2	0.75554
ARPC3	0.75558
TRMT12	0.75561
TAOK3	0.75564
RPS25	0.7558
BLOC1S4	0.75618
OXA1L	0.75666
SOX15	0.75675
CTNS	0.75679
MDN1	0.75695
ZNF547	0.75705
CEP78	0.75736
RANBP6	0.75745
MTMR10	0.75783
R3HCC1	0.75794
CCT2	0.75795
SLC39A3	0.75801
ITGAE	0.7581
PYCRL	0.7582
SLC25A10	0.75871
TADA3	0.75873
ZMYM6NB	0.75882
C16orf46	0.75883
IRX2	0.75887
PDE11A	0.7589
RPL34	0.75896
C10orf76	0.75903
RPL39L	0.75905
FANCG	0.75912
KAT6B	0.75913
PRAC2	0.75915
NOSTRIN	0.75928
DCTN3	0.75944
CCDC40	0.75947
PCGF5	0.75948
DNHD1	0.75948
ENTPD6	0.75952
U2AF1	0.75976
ZNF649	0.76012
PACRGL	0.76016
BRINP3	0.76018
STX18	0.76026
SLC37A4	0.76031
ANAPC7	0.76036
ZNF432	0.7604
C20orf194	0.76051
SOX7	0.76058
CYFIP2	0.76068
SLC14A2	0.76089
SERTAD2	0.76111
DCPS	0.76112
ZNF836	0.76128
RABGGTB	0.76129
C10orf10	0.76134
ZER1	0.76142
BBS5	0.76143
ZNF239	0.76145
COL16A1	0.76155
MMADHC	0.76155
ALDH7A1	0.76169
LGMN	0.76169
STAM	0.76171
MT1M	0.76195
VPS13B	0.76216
GIPC2	0.76236
RASAL2	0.76273
MBOAT7	0.76287
KCNK1	0.76298
NDUFA10	0.76305
SPTBN1	0.76389
RAB5B	0.76408
SNUPN	0.76413
UCP2	0.76414
HAUS2	0.7642
TROVE2	0.76452
ZFP62	0.76456
ZNF117	0.76459
NMT2	0.7648
MKL2	0.76484
NDUFA3	0.76496
IGSF22	0.76523
RDM1	0.76544
RNPEP	0.76587
LYRM2	0.76587
ENPEP	0.76593
ARHGAP44	0.76599
WDFY4	0.76616
DTX4	0.76621
CST1	0.7666
CTC1	0.76664
ABCB9	0.76673
NID1	0.76686
TRMT13	0.76692
E2F6	0.76693
UBOX5	0.76737
RTCA	0.76744
NUP35	0.76746
USP38	0.76769
NMRAL1	0.76769
FBXO42	0.76797
NCOR2	0.768
CRBN	0.76801
AQP1	0.76825
ATP6V1E1	0.76831
NOL8	0.76849
TSEN34	0.76851
CLIC5	0.76852
ZNF646	0.76885
MUL1	0.76897
GALNT18	0.76904
ARG2	0.76911
FUT1	0.76926
ATP5J	0.76949
DESI1	0.76957
CCSER2	0.76965
DYNC1I1	0.7697
PTK7	0.76975
GXYLT1	0.76983
CHRDL2	0.76999
PKD2L2	0.77001
YIPF2	0.77005
VAPA	0.77006
HOMER3	0.77009
LCA5	0.77013
SCAF8	0.77015
LGALS4	0.77041
NOP58	0.77053
MTG2	0.77054
C3AR1	0.77073
LMBRD1	0.77082
NCAM2	0.77094
IGFBP3	0.77096
NUP93	0.771
YTHDF3	0.77101
ECI2	0.77104
SNX19	0.77115
CENPJ	0.77115
RASIP1	0.77119
CCDC84	0.77139
MTA3	0.77147
GRM3	0.77204
RPL10L	0.77206
MADCAM1	0.77219
CSNK1G3	0.77224
PPM1K	0.77246
RPS9	0.77247
NF1	0.77249
CCDC43	0.77249
WDR59	0.77271
GSK3B	0.77278
SOX8	0.77295
GTPBP8	0.77296
SERPINB9	0.77306
BET1L	0.77306
RAB3C	0.77314
CCDC74B	0.77329
RAB40C	0.77333
PARP1	0.77335
HMOX2	0.77339
SCN1B	0.77355
C7orf73	0.77374
TFAP2E	0.77381
FLVCR1	0.77391
MORN4	0.77397
DCUN1D4	0.77422
HAT1	0.77437
AGPAT2	0.77462
IRF7	0.77468
APPBP2	0.77473
WAC	0.77488
HR	0.77493
KLHL9	0.77499
LRRC58	0.7751
SHARPIN	0.77518
SPOCK1	0.77524
TMEM154	0.77581
DISP1	0.77598
RGP1	0.77604
TMEM165	0.77611
EXOSC4	0.77638
OAS3	0.77662
COPB1	0.77688
UBA6	0.777
WNT9A	0.7772
LRRC18	0.77753
MARCH1	0.77754
MRPL12	0.77777
KIAA2026	0.77793
COQ6	0.77795
ZFYVE28	0.77806
SSR1	0.77806
TCEB2	0.77806
CAPZB	0.77826
ZC3H10	0.7783
PRRX1	0.77831
SNRPE	0.7786
OLFML3	0.77878
HNRNPF	0.77881
CAMK2N1	0.77895
TMEM8A	0.779
BTNL9	0.77901
MESDC1	0.77906
PRTG	0.7792
TMEM91	0.77934
GPAA1	0.77949
FBXO3	0.77972
MLPH	0.77974
SRC	0.77985
MAPK11	0.78023
ARHGEF33	0.7803
LAPTM4B	0.78034
NPTN	0.78051
PDCD2	0.78058
PNPLA6	0.78062
ZNF317	0.78084
TPT1	0.78099
PTHLH	0.78107
MED15	0.78115
ZCCHC14	0.78128
POLR1E	0.78133
RLF	0.7815
AGFG1	0.78169
SRP72	0.78174
EPHA7	0.78176
MRPS25	0.78177
SUCLG1	0.78183
KHNYN	0.78186
ISCU	0.78199
ARMC9	0.78231
GJA4	0.78235
CRLF1	0.78243
DECR1	0.78263
CDK7	0.78273
SLC35A3	0.78305
ZNF284	0.78371
COBL	0.78401
SASS6	0.78407
OGFRL1	0.7842
HPN	0.78422
ADCYAP1	0.78444
GOLGB1	0.78446
RBM12B	0.78446
NUDT7	0.78446
FBXO48	0.78467
ERV3-1	0.78472
MTSS1L	0.78475
DENND6B	0.78478
ACSF3	0.78494
GPATCH8	0.785
HNRNPH1	0.78505
TSPAN11	0.78506
RPS3	0.78512
VEPH1	0.78516
ZNF668	0.78557
GPATCH4	0.78571
PICALM	0.78572
LGR5	0.7859
FAM24B	0.78595
C8orf58	0.78598
CDIP1	0.78602
HAND2	0.78607
B9D2	0.78637
FAM3C	0.78638
RAB27A	0.78641
GET4	0.78646
FTO	0.78646
TRAPPC6A	0.78649
RIC8A	0.78653
UBXN4	0.78655
MSH2	0.78659
C10orf25	0.7868
PDE6B	0.78685
FABP2	0.78724
AADAT	0.78727
PMVK	0.78741
MRFAP1L1	0.78748
CCDC64	0.78777
HSPB3	0.78815
CACNA2D4	0.78818
SLC27A1	0.78842
PYGL	0.78859
MGAT4B	0.78905
PFAS	0.78905
HPGD	0.78937
ARHGAP17	0.78946
TFCP2L1	0.78979
COLQ	0.78985
GGT1	0.78997
PPP1R2	0.79003
TEAD2	0.7902
SIGMAR1	0.79021
THUMPD1	0.79034
RPL41	0.79039
THSD1	0.79039
BTC	0.7904
TBC1D22B	0.7904
RCC2	0.79048
CD37	0.79052
C1orf61	0.79053
IGFBP5	0.79091
RALGAPA1	0.79091
KCNAB2	0.791
CCAR2	0.79115
PLIN3	0.79137
ST3GAL1	0.7914
CSGALNACT2	0.79141
RAB35	0.79143
CAPN8	0.79147
MSMP	0.79231
RNF6	0.79243
ALDH3A2	0.79243
ESD	0.79249
CUL9	0.79261
DOPEY1	0.79276
HNRNPLL	0.79278
FAM193A	0.79299
DYNC2H1	0.79314
DLGAP4	0.79326
ZNF345	0.79353
SEC22C	0.79365
PLXNB2	0.79365
MYBBP1A	0.79406
MASP1	0.79408
RTKN	0.79437
ZNF691	0.79447
TUBB4A	0.79454
ACVR1	0.79475
USP20	0.79486
C19orf25	0.79512
CBS	0.79533
AHI1	0.79542
SNX2	0.79545
SOX12	0.79556
MANBAL	0.79564
TMEM217	0.79568
MUC5B	0.79582
CD81	0.79585
REEP4	0.79587
RPL18	0.79588
YY1	0.79609
ZNF138	0.79611
ZNF593	0.79617
SOX17	0.79618
BCCIP	0.79657
FGFBP2	0.79696
WFDC2	0.79747
CTDSPL	0.79754
CLDN5	0.79756
KLHL22	0.79757
ELAVL1	0.79761
ZNF483	0.79767
SIGLEC15	0.79768
ACSM3	0.79772
FHDC1	0.79776
COA6	0.79783
SLC40A1	0.79815
PSMA1	0.79821
CRLF3	0.79825
AKR1C3	0.79836
DBT	0.79851
KIDINS220	0.79862
CCL18	0.7988
TMEM170B	0.79888
EXOC3L2	0.79893
MISP	0.79903
CAMSAP3	0.79905
TAX1BP1	0.79908
ZNF808	0.79931
SLC13A4	0.79939
ZFYVE26	0.79957
PCDH18	0.79966
C1orf216	0.79971
DNAJC1	0.79996
EMC7	0.79998
COPB2	0.80007
RREB1	0.80052
WDR55	0.80072
CMA1	0.80085
PCGF1	0.80096
LYRM1	0.80103
ATCAY	0.80105
CENPH	0.80118
GSTZ1	0.80128
CYP20A1	0.80129
LDLRAD3	0.8015
MCOLN2	0.80151
CST3	0.80151
WIBG	0.80169
REG3A	0.80171
OSGIN2	0.80174
MSX1	0.80185
COL9A2	0.8019
GAS6	0.80192
MRPS14	0.80225
TMEM45B	0.80227
C4orf27	0.80233
UROS	0.80264
TBK1	0.80282
TARSL2	0.80291
ACTRT3	0.80294
TOMM5	0.803
CUEDC1	0.80306
FOXF2	0.80307
RAB1A	0.80323
C3orf80	0.80359
BCKDK	0.80371
MYNN	0.80375
APLF	0.80377
ACOX3	0.80384
ASPSCR1	0.8039
GCSH	0.80431
CEACAM1	0.80437
DCP2	0.80443
C8orf48	0.80448
CRIM1	0.80453
TESK1	0.80498
RNF150	0.80501
OSCAR	0.80523
GRAP	0.80525
PODXL	0.80526
ARSJ	0.80535
LRRC8D	0.80578
PARD3B	0.80604
SLC4A11	0.80618
SNTA1	0.80657
CSNK1G2	0.80667
LRAT	0.8067
N4BP2L1	0.80671
EHBP1	0.80681
C11orf49	0.80704
FRAS1	0.80712
ASB8	0.80714
SLC7A1	0.80715
ENOSF1	0.80719
TACR2	0.80729
PARVA	0.80745
AES	0.80747
AKR1E2	0.80756
MAF1	0.8076
COL13A1	0.808
UCK2	0.80833
DUSP11	0.80838
WDR24	0.80845
MAB21L2	0.80864
DOCK6	0.80877
ASRGL1	0.80886
VAC14	0.80896
PLA1A	0.80918
C1orf86	0.80929
EIF3B	0.80954
ATXN7L1	0.80954
ZNF578	0.80984
ZC3HC1	0.80994
CCDC144A	0.80996
IQCB1	0.8104
SEC31B	0.81044
TVP23C	0.81046
SELPLG	0.81048
CDHR5	0.81068
WRAP73	0.81071
AKAP1	0.81071
RRAGC	0.81078
CLASRP	0.81078
FLT4	0.81087
JMJD8	0.81108
CMTR1	0.81121
RNF149	0.81139
CCDC149	0.8114
SAR1A	0.81146
VPS37B	0.81185
HIPK1	0.81215
SMC6	0.8122
CSAD	0.81254
VCAN	0.81263
KRR1	0.81275
ITPA	0.8129
ZDHHC7	0.81309
PTGR2	0.81319
CHML	0.81326
GALT	0.8134
ZNF577	0.81344
PYCR1	0.81358
CPNE5	0.81398
ALDH3A1	0.81405
HMGB2	0.81444
TREH	0.81453
SNAP23	0.81469
CECR1	0.81486
GTPBP10	0.81493
NANP	0.81499
VKORC1	0.81513
KIF26B	0.81515
KATNB1	0.81525
ZNF16	0.81526
SPRYD4	0.8154
ZNF22	0.81545
NRCAM	0.81563
ARHGEF17	0.81569
GSTK1	0.81584
FAM169A	0.816
DNPH1	0.81618
PARP4	0.81624
RPGRIP1L	0.81638
LSM6	0.81646
NFU1	0.8165
REEP5	0.8168
RELT	0.81696
NUFIP1	0.81705
RNF169	0.81712
IARS	0.81722
FAM111A	0.81766
PGR	0.81771
REEP6	0.81771
CCDC126	0.8178
NOTUM	0.81788
TBP	0.81813
INO80B	0.81816
LRRC34	0.81853
CUZD1	0.81854
PSME4	0.81908
XPO4	0.8191
PCDH20	0.81918
ECSIT	0.81966
AP4B1	0.81981
VSTM5	0.81986
CPNE7	0.82027
CDR2	0.82031
TSPAN2	0.82058
SH3TC2	0.82064
TMEM177	0.8209
FGF23	0.82096
CLSPN	0.82135
ZRANB3	0.8214
ZNF354C	0.82173
USP53	0.82217
TMED7	0.8222
THBD	0.82239
CLMN	0.82251
CCL23	0.82276
AGO4	0.82294
TES	0.82315
SAMD13	0.82318
ZNF135	0.82353
LCN6	0.82361
HS3ST3B1	0.82364
PITX2	0.82365
ZNF454	0.82369
PTPN4	0.82377
CBLN3	0.82425
AREG	0.82432
GNPAT	0.82444
FAM101B	0.82473
PDLIM2	0.82517
TRHDE	0.8252
NCMAP	0.82531
RABGAP1L	0.8254
ARL6IP6	0.82541
DAPP1	0.8255
SLC44A5	0.82551
PLS1	0.82555
LHCGR	0.82558
BST1	0.82562
TMEM44	0.82572
EIF4A2	0.82574
MROH7	0.82587
TRMT11	0.82613
CSNK2A3	0.82624
RBM45	0.82627
BCMO1	0.82639
MT1A	0.82642
TTC30B	0.82651
TRMT10B	0.82657
ZNF777	0.82659
CD58	0.82663
UBE2C	0.82675
YES1	0.82679
CWF19L2	0.82682
C4orf32	0.82709
ZFR	0.82711
SIGLEC7	0.82711
OPN3	0.82721
ZBTB37	0.8274
ZNF595	0.82746
TTC39C	0.82755
TMCO1	0.82757
LRRTM2	0.82774
ECH1	0.82775
GID4	0.8281
TMEM229B	0.82825
GSN	0.82852
EEF2K	0.82861
MSRA	0.82863
ASPH	0.82866
TNNC2	0.82869
APOF	0.82897
MTMR12	0.82903
ZNF330	0.82912
SYT1	0.82914
C15orf41	0.82923
RNASEL	0.82927
EPHX1	0.82929
DYNC2LI1	0.82932
CACNB2	0.82944
CHCHD2	0.8298
RAB28	0.82985
PRR16	0.82985
GUCD1	0.83004
GTSF1	0.83007
MICU3	0.83016
MRPL44	0.83018
STARD5	0.83029
SELK	0.83044
SMARCA4	0.83044
ZNF410	0.83065
DNAJC5B	0.83082
NR1I2	0.83093
OAZ2	0.83094
HIST2H2AB	0.83095
VCP	0.83107
ZMYM1	0.83108
CAPN7	0.83118
EPB41L3	0.83122
ATPAF2	0.83128
KAT8	0.83191
ZNF611	0.83197
PIGH	0.83209
BAMBI	0.83239
CNPY2	0.8324
C19orf52	0.83248
USP15	0.83287
SMIM14	0.83288
TDRD6	0.833
FBXO10	0.83314
ZNF268	0.83315
SNRPD3	0.83321
TMEM183A	0.83334
EEF1E1	0.83336
CCDC30	0.83372
CLCA1	0.83387
SHPK	0.83401
KLHL20	0.83406
DGKA	0.83409
CD74	0.83412
GRM6	0.83454
PRKCH	0.83458
BTNL3	0.83466
PRC1	0.83471
PCK2	0.83488
TIPRL	0.835
UNC5CL	0.83549
TSEN2	0.83553
TYSND1	0.83572
SST	0.83575
TTC17	0.83594
GPR161	0.83596
EPT1	0.83631
ARHGAP35	0.83638
C4orf3	0.83665
SLC52A3	0.83673
PSPC1	0.83689
KLHL26	0.83702
LDHD	0.83709
CD9	0.83722
SPIRE2	0.83725
C1orf109	0.83734
GNA14	0.83737
ADPRM	0.8374
C15orf39	0.83765
BOLA1	0.8378
SCO1	0.83797
URB2	0.83808
CCDC125	0.8381
MKI67	0.83833
ATP9A	0.83838
DRD4	0.83845
IMPAD1	0.83864
DDRGK1	0.83868
ZNF532	0.83875
FGFBP1	0.83888
ENTPD1	0.8397
SLC12A6	0.83972
C15orf57	0.83989
GCFC2	0.84016
SYK	0.84023
TAF1D	0.84088
RASGEF1A	0.84091
PTPN1	0.84092
HIST2H2BE	0.84109
TAF9	0.84109
KCTD2	0.84157
KPTN	0.84169
NSA2	0.84177
PDE6G	0.84205
AGL	0.84208
SLC25A29	0.84218
GNAI3	0.8422
TGFBR1	0.84228
PINX1	0.84236
RANGRF	0.84261
ZNF596	0.84263
ZBTB47	0.84276
GAA	0.84292
PODXL2	0.84305
UPB1	0.84313
DRG2	0.84319
MTUS2	0.84321
GPRC5C	0.84321
C12orf45	0.8433
PAPOLB	0.84346
CPLX1	0.84352
NOC4L	0.84353
ATOX1	0.84401
KDM8	0.8441
BNIP3L	0.84412
PABPC4	0.84414
SNX21	0.84417
MRPS23	0.84419
TSNARE1	0.8448
SH3D19	0.84486
TFPI2	0.84489
DCTN1	0.84492
MPHOSPH9	0.84505
SMURF2	0.84548
CNN1	0.8455
SND1	0.84552
PRND	0.84576
DNTTIP1	0.84603
GDF10	0.84619
ZNF304	0.84641
C11orf54	0.84645
CREBRF	0.84672
NUCB1	0.84711
ADAP2	0.84721
PA2G4	0.84724
OVGP1	0.84726
DUSP19	0.84726
GMPS	0.84727
TMEM63B	0.84785
SAP30L	0.84799
ATP5H	0.84799
MT1X	0.84811
G3BP1	0.84869
H2AFJ	0.84879
TOR1A	0.84894
WDSUB1	0.84902
PDXK	0.8491
ARHGEF4	0.84937
STUB1	0.84939
CSTF2T	0.84974
FUCA1	0.84978
MYLK	0.84994
DNAH14	0.85029
STAT2	0.8504
ZNF782	0.8508
TICAM1	0.85095
TAF13	0.851
ABI2	0.85106
MT1F	0.85106
UBE3D	0.85111
SEPT11	0.85124
SF1	0.85128
TRIM16	0.8513
E2F2	0.85142
MGST2	0.85146
DCLRE1B	0.85154
